Starting Impala Shell without Kerberos authentication
Opened TCP connection to test4:21000
Connected to test4:21000
Server version: impalad version 3.2.0-cdh6.3.2 RELEASE (build 1bb9836227301b839a32c6bc230e35439d5984ac)
Query: use tpc_test
Query: with inv as
(select w_warehouse_name,w_warehouse_sk,i_item_sk,d_moy
,stdev,mean, case mean when 0 then null else stdev/mean end cov
from(select w_warehouse_name,w_warehouse_sk,i_item_sk,d_moy
,stddev_samp(inv_quantity_on_hand) stdev,avg(inv_quantity_on_hand) mean
from inventory
,item
,warehouse
,date_dim
where inv_item_sk = i_item_sk
and inv_warehouse_sk = w_warehouse_sk
and inv_date_sk = d_date_sk
and d_year =2001
group by w_warehouse_name,w_warehouse_sk,i_item_sk,d_moy) foo
where case mean when 0 then 0 else stdev/mean end > 1)
select inv1.w_warehouse_sk,inv1.i_item_sk,inv1.d_moy,inv1.mean, inv1.cov
,inv2.w_warehouse_sk,inv2.i_item_sk,inv2.d_moy,inv2.mean, inv2.cov
from inv inv1,inv inv2
where inv1.i_item_sk = inv2.i_item_sk
and inv1.w_warehouse_sk =  inv2.w_warehouse_sk
and inv1.d_moy=1
and inv2.d_moy=1+1
order by inv1.w_warehouse_sk,inv1.i_item_sk,inv1.d_moy,inv1.mean,inv1.cov
,inv2.d_moy,inv2.mean, inv2.cov
Query submitted at: 2020-06-10 02:21:48 (Coordinator: http://test4:25000)
Query progress can be monitored at: http://test4:25000/query_plan?query_id=284cee1a0c74269a:c6ce94e100000000
+----------------+-----------+-------+-------------------+-------------------+----------------+-----------+-------+-------------------+-------------------+
| w_warehouse_sk | i_item_sk | d_moy | mean              | cov               | w_warehouse_sk | i_item_sk | d_moy | mean              | cov               |
| 5              | 4839      | 1     | 310.25            | 1.035903440911969 | 5              | 4839      | 2     | 232               | 1.295419382033019 |
| 5              | 4979      | 1     | 359.5             | 1.104640807406316 | 5              | 4979      | 2     | 323.75            | 1.170425095073049 |
| 5              | 5401      | 1     | 219.25            | 1.277387024191603 | 5              | 5401      | 2     | 203               | 1.091567520520827 |
| 5              | 5635      | 1     | 370               | 1.022705464445921 | 5              | 5635      | 2     | 351.6666666666667 | 1.377766446442874 |
| 5              | 5797      | 1     | 403               | 1.023488228670905 | 5              | 5797      | 2     | 457.5             | 1.003704010389515 |
| 5              | 5901      | 1     | 360.25            | 1.125963126923387 | 5              | 5901      | 2     | 376               | 1.009503842562515 |
| 5              | 6129      | 1     | 419.25            | 1.016918016563147 | 5              | 6129      | 2     | 359.5             | 1.047888938681109 |
| 5              | 6213      | 1     | 351.6666666666667 | 1.205621253673354 | 5              | 6213      | 2     | 361.5             | 1.116840805855076 |
| 5              | 6479      | 1     | 301.3333333333333 | 1.2780010449305   | 5              | 6479      | 2     | 395.75            | 1.177974354797378 |
| 5              | 7333      | 1     | 227               | 1.461134600265013 | 5              | 7333      | 2     | 243.75            | 1.178916249780861 |
| 5              | 7923      | 1     | 358               | 1.104677091244983 | 5              | 7923      | 2     | 342.3333333333333 | 1.160778112526407 |
| 5              | 8737      | 1     | 217.25            | 1.074213640090777 | 5              | 8737      | 2     | 403.5             | 1.044208050277477 |
| 5              | 8945      | 1     | 344.25            | 1.141483765626681 | 5              | 8945      | 2     | 298               | 1.000836699349259 |
| 5              | 8993      | 1     | 399               | 1.187372289210493 | 5              | 8993      | 2     | 371.75            | 1.131635380135078 |
| 5              | 10667     | 1     | 288               | 1.345364017757937 | 5              | 10667     | 2     | 289.5             | 1.095223801172823 |
| 5              | 10771     | 1     | 394.75            | 1.048068013117441 | 5              | 10771     | 2     | 323.25            | 1.237734881806085 |
| 5              | 10949     | 1     | 383               | 1.112567737399503 | 5              | 10949     | 2     | 378.25            | 1.125540609959554 |
| 5              | 11107     | 1     | 446.5             | 1.265348976860138 | 5              | 11107     | 2     | 258.5             | 1.553612564193816 |
| 5              | 11795     | 1     | 395.5             | 1.010447317254564 | 5              | 11795     | 2     | 430.75            | 1.131062588545398 |
| 5              | 12017     | 1     | 347.75            | 1.168237939790222 | 5              | 12017     | 2     | 308               | 1.159322796841372 |
| 5              | 12027     | 1     | 456.25            | 1.026294007340963 | 5              | 12027     | 2     | 390.3333333333333 | 1.114277009535521 |
| 5              | 13583     | 1     | 430.3333333333333 | 1.042383929052728 | 5              | 13583     | 2     | 256.25            | 1.541034827728967 |
| 5              | 13651     | 1     | 272.3333333333333 | 1.169523124191674 | 5              | 13651     | 2     | 330.5             | 1.190187353091506 |
| 5              | 13783     | 1     | 419.5             | 1.058469969632043 | 5              | 13783     | 2     | 339.5             | 1.068090950544313 |
| 5              | 13859     | 1     | 318               | 1.14222390447971  | 5              | 13859     | 2     | 380.25            | 1.056449623755786 |
| 5              | 14537     | 1     | 206               | 1.228343999733877 | 5              | 14537     | 2     | 357.75            | 1.038798268096469 |
| 5              | 15309     | 1     | 276.3333333333333 | 1.298759057925372 | 5              | 15309     | 2     | 409               | 1.010240624585692 |
| 5              | 15883     | 1     | 385.3333333333333 | 1.012477752633879 | 5              | 15883     | 2     | 173.25            | 1.356223824819593 |
| 5              | 15935     | 1     | 293.5             | 1.018765941017298 | 5              | 15935     | 2     | 271.25            | 1.400094751508355 |
| 5              | 15949     | 1     | 241.5             | 1.148665986924513 | 5              | 15949     | 2     | 235               | 1.407288793175378 |
| 5              | 16037     | 1     | 327.25            | 1.130761732378154 | 5              | 16037     | 2     | 412.6666666666667 | 1.183020015375702 |
| 5              | 16291     | 1     | 380.5             | 1.054959502845424 | 5              | 16291     | 2     | 411.6666666666667 | 1.034921399084621 |
| 5              | 16459     | 1     | 370               | 1.275649908122718 | 5              | 16459     | 2     | 265.75            | 1.298819169244393 |
| 5              | 16901     | 1     | 305.25            | 1.104301053396407 | 5              | 16901     | 2     | 186.5             | 1.023126928428363 |
| 5              | 17199     | 1     | 376.5             | 1.10389697664403  | 5              | 17199     | 2     | 374               | 1.087303117198855 |
| 5              | 17387     | 1     | 298.3333333333333 | 1.384874171458123 | 5              | 17387     | 2     | 327.6666666666667 | 1.367087578347678 |
| 5              | 17717     | 1     | 283.75            | 1.155715656777105 | 5              | 17717     | 2     | 235.25            | 1.141623935128879 |
| 5              | 17927     | 1     | 217.5             | 1.354996430132013 | 5              | 17927     | 2     | 250.75            | 1.070921305926391 |
| 5              | 17943     | 1     | 209.75            | 1.371707133991737 | 5              | 17943     | 2     | 428               | 1.109079934916827 |
+----------------+-----------+-------+-------------------+-------------------+----------------+-----------+-------+-------------------+-------------------+
Fetched 243 row(s) in 1.04s
