文件名,SQL,执行时长
/root/tpc_ds_test/sql/query/query_s_29.sql,use tpc_test; with ss as (select ca_county，d_qoy， d_year，sum(ss_ext_sales_price) as store_sales from store_sales，date_dim，customer_address where ss_sold_date_sk = d_date_sk and ss_addr_sk=ca_address_sk group by ca_county，d_qoy， d_year)， ws as (select ca_county，d_qoy， d_year，sum(ws_ext_sales_price) as web_sales from web_sales，date_dim，customer_address where ws_sold_date_sk = d_date_sk and ws_bill_addr_sk=ca_address_sk group by ca_county，d_qoy， d_year) select ss1.ca_county ，ss1.d_year ，ws2.web_sales/ws1.web_sales web_q1_q2_increase ，ss2.store_sales/ss1.store_sales store_q1_q2_increase ，ws3.web_sales/ws2.web_sales web_q2_q3_increase ，ss3.store_sales/ss2.store_sales store_q2_q3_increase from ss ss1 ，ss ss2 ，ss ss3 ，ws ws1 ，ws ws2 ，ws ws3 where ss1.d_qoy = 1 and ss1.d_year = 1999 and ss1.ca_county = ss2.ca_county and ss2.d_qoy = 2 and ss2.d_year = 1999 and ss2.ca_county = ss3.ca_county and ss3.d_qoy = 3 and ss3.d_year = 1999 and ss1.ca_county = ws1.ca_county and ws1.d_qoy = 1 and ws1.d_year = 1999 and ws1.ca_county = ws2.ca_county and ws2.d_qoy = 2 and ws2.d_year = 1999 and ws1.ca_county = ws3.ca_county and ws3.d_qoy = 3 and ws3.d_year =1999 and case when ws1.web_sales > 0 then ws2.web_sales/ws1.web_sales else null end > case when ss1.store_sales > 0 then ss2.store_sales/ss1.store_sales else null end and case when ws2.web_sales > 0 then ws3.web_sales/ws2.web_sales else null end > case when ss2.store_sales > 0 then ss3.store_sales/ss2.store_sales else null end order by ss1.ca_county;,Fetched 43 row(s) in 2.15s
/root/tpc_ds_test/sql/query/query_s_2.sql,use tpc_test; WITH all_sales AS ( SELECT d_year ，i_brand_id ，i_class_id ，i_category_id ，i_manufact_id ，SUM(sales_cnt) AS sales_cnt ，SUM(sales_amt) AS sales_amt FROM (SELECT d_year ，i_brand_id ，i_class_id ，i_category_id ，i_manufact_id ，cs_quantity - COALESCE(cr_return_quantity，0) AS sales_cnt ，cs_ext_sales_price - COALESCE(cr_return_amount，0.0) AS sales_amt FROM catalog_sales JOIN item ON i_item_sk=cs_item_sk JOIN date_dim ON d_date_sk=cs_sold_date_sk LEFT JOIN catalog_returns ON (cs_order_number=cr_order_number AND cs_item_sk=cr_item_sk) WHERE i_category=Shoes UNION SELECT d_year ，i_brand_id ，i_class_id ，i_category_id ，i_manufact_id ，ss_quantity - COALESCE(sr_return_quantity，0) AS sales_cnt ，ss_ext_sales_price - COALESCE(sr_return_amt，0.0) AS sales_amt FROM store_sales JOIN item ON i_item_sk=ss_item_sk JOIN date_dim ON d_date_sk=ss_sold_date_sk LEFT JOIN store_returns ON (ss_ticket_number=sr_ticket_number AND ss_item_sk=sr_item_sk) WHERE i_category=Shoes UNION SELECT d_year ，i_brand_id ，i_class_id ，i_category_id ，i_manufact_id ，ws_quantity - COALESCE(wr_return_quantity，0) AS sales_cnt ，ws_ext_sales_price - COALESCE(wr_return_amt，0.0) AS sales_amt FROM web_sales JOIN item ON i_item_sk=ws_item_sk JOIN date_dim ON d_date_sk=ws_sold_date_sk LEFT JOIN web_returns ON (ws_order_number=wr_order_number AND ws_item_sk=wr_item_sk) WHERE i_category=Shoes) sales_detail GROUP BY d_year， i_brand_id， i_class_id， i_category_id， i_manufact_id) SELECT prev_yr.d_year AS prev_year ，curr_yr.d_year AS year ，curr_yr.i_brand_id ，curr_yr.i_class_id ，curr_yr.i_category_id ，curr_yr.i_manufact_id ，prev_yr.sales_cnt AS prev_yr_cnt ，curr_yr.sales_cnt AS curr_yr_cnt ，curr_yr.sales_cnt-prev_yr.sales_cnt AS sales_cnt_diff ，curr_yr.sales_amt-prev_yr.sales_amt AS sales_amt_diff FROM all_sales curr_yr， all_sales prev_yr WHERE curr_yr.i_brand_id=prev_yr.i_brand_id AND curr_yr.i_class_id=prev_yr.i_class_id AND curr_yr.i_category_id=prev_yr.i_category_id AND curr_yr.i_manufact_id=prev_yr.i_manufact_id AND curr_yr.d_year=2000 AND prev_yr.d_year=2000-1 AND CAST(curr_yr.sales_cnt AS DECIMAL(17，2))/CAST(prev_yr.sales_cnt AS DECIMAL(17，2))<0.9 ORDER BY sales_cnt_diff，sales_amt_diff limit 100;,Fetched 0 row(s) in 1.36s
/root/tpc_ds_test/sql/query/query_s_30.sql,use tpc_test; with year_total as ( select c_customer_id customer_id ，c_first_name customer_first_name ，c_last_name customer_last_name ，c_preferred_cust_flag customer_preferred_cust_flag ，c_birth_country customer_birth_country ，c_login customer_login ，c_email_address customer_email_address ，d_year dyear ，sum(ss_ext_list_price-ss_ext_discount_amt) year_total ，s sale_type from customer ，store_sales ，date_dim where c_customer_sk = ss_customer_sk and ss_sold_date_sk = d_date_sk group by c_customer_id ，c_first_name ，c_last_name ，c_preferred_cust_flag ，c_birth_country ，c_login ，c_email_address ，d_year union all select c_customer_id customer_id ，c_first_name customer_first_name ，c_last_name customer_last_name ，c_preferred_cust_flag customer_preferred_cust_flag ，c_birth_country customer_birth_country ，c_login customer_login ，c_email_address customer_email_address ，d_year dyear ，sum(ws_ext_list_price-ws_ext_discount_amt) year_total ，w sale_type from customer ，web_sales ，date_dim where c_customer_sk = ws_bill_customer_sk and ws_sold_date_sk = d_date_sk group by c_customer_id ，c_first_name ，c_last_name ，c_preferred_cust_flag ，c_birth_country ，c_login ，c_email_address ，d_year ) select t_s_secyear.customer_id ，t_s_secyear.customer_first_name ，t_s_secyear.customer_last_name ，t_s_secyear.customer_email_address from year_total t_s_firstyear ，year_total t_s_secyear ，year_total t_w_firstyear ，year_total t_w_secyear where t_s_secyear.customer_id = t_s_firstyear.customer_id and t_s_firstyear.customer_id = t_w_secyear.customer_id and t_s_firstyear.customer_id = t_w_firstyear.customer_id and t_s_firstyear.sale_type = s and t_w_firstyear.sale_type = w and t_s_secyear.sale_type = s and t_w_secyear.sale_type = w and t_s_firstyear.dyear = 1999 and t_s_secyear.dyear = 1999+1 and t_w_firstyear.dyear = 1999 and t_w_secyear.dyear = 1999+1 and t_s_firstyear.year_total > 0 and t_w_firstyear.year_total > 0 and case when t_w_firstyear.year_total > 0 then t_w_secyear.year_total / t_w_firstyear.year_total else 0.0 end > case when t_s_firstyear.year_total > 0 then t_s_secyear.year_total / t_s_firstyear.year_total else 0.0 end order by t_s_secyear.customer_id ，t_s_secyear.customer_first_name ，t_s_secyear.customer_last_name ，t_s_secyear.customer_email_address limit 100;,Fetched 90 row(s) in 1.96s
/root/tpc_ds_test/sql/query/query_s_31.sql,use tpc_test; select ss_customer_sk ，sum(act_sales) sumsales from (select ss_item_sk ，ss_ticket_number ，ss_customer_sk ，case when sr_return_quantity is not null then (ss_quantity-sr_return_quantity)*ss_sales_price else (ss_quantity*ss_sales_price) end act_sales from store_sales left outer join store_returns on (sr_item_sk = ss_item_sk and sr_ticket_number = ss_ticket_number) ，reason where sr_reason_sk = r_reason_sk and r_reason_desc = Did not get it on time) t group by ss_customer_sk order by sumsales， ss_customer_sk limit 100;,Fetched 0 row(s) in 0.83s
/root/tpc_ds_test/sql/query/query_s_32.sql,use tpc_test; select i_item_id ，i_item_desc ，s_store_id ，s_store_name ，stddev_samp(ss_quantity) as store_sales_quantity ，stddev_samp(sr_return_quantity) as store_returns_quantity ，stddev_samp(cs_quantity) as catalog_sales_quantity from store_sales ，store_returns ，catalog_sales ，date_dim d1 ，date_dim d2 ，date_dim d3 ，store ，item where d1.d_moy = 4 and d1.d_year = 1999 and d1.d_date_sk = ss_sold_date_sk and i_item_sk = ss_item_sk and s_store_sk = ss_store_sk and ss_customer_sk = sr_customer_sk and ss_item_sk = sr_item_sk and ss_ticket_number = sr_ticket_number and sr_returned_date_sk = d2.d_date_sk and d2.d_moy between 4 and 4 + 3 and d2.d_year = 1999 and sr_customer_sk = cs_bill_customer_sk and sr_item_sk = cs_item_sk and cs_sold_date_sk = d3.d_date_sk and d3.d_year in (1999，1999+1，1999+2) group by i_item_id ，i_item_desc ，s_store_id ，s_store_name order by i_item_id ，i_item_desc ，s_store_id ，s_store_name limit 100;,Fetched 0 row(s) in 0.84s
/root/tpc_ds_test/sql/query/query_s_33.sql,use tpc_test; select * from( select i_category， i_class， i_brand， s_store_name， s_company_name， d_moy， sum(ss_sales_price) sum_sales， avg(sum(ss_sales_price)) over (partition by i_category， i_brand， s_store_name， s_company_name) avg_monthly_sales from item， store_sales， date_dim， store where ss_item_sk = i_item_sk and ss_sold_date_sk = d_date_sk and ss_store_sk = s_store_sk and d_year in (2001) and ((i_category in (Children，Jewelry，Home) and i_class in (infants，birdal，flatware) ) or (i_category in (Electronics，Music，Books) and i_class in (audio，classical，science) )) group by i_category， i_class， i_brand， s_store_name， s_company_name， d_moy) tmp1 where case when (avg_monthly_sales <> 0) then (abs(sum_sales - avg_monthly_sales) / avg_monthly_sales) else null end > 0.1 order by sum_sales - avg_monthly_sales， s_store_name limit 100;,Fetched 0 row(s) in 1.03s
/root/tpc_ds_test/sql/query/query_s_34.sql,use tpc_test; select ca_zip ，sum(cs_sales_price) from catalog_sales ，customer ，customer_address ，date_dim where cs_bill_customer_sk = c_customer_sk and c_current_addr_sk = ca_address_sk and ( substr(ca_zip，1，5) in (85669， 86197，88274，83405，86475， 85392， 85460， 80348， 81792) or ca_state in (CA，WA，GA) or cs_sales_price > 500) and cs_sold_date_sk = d_date_sk and d_qoy = 2 and d_year = 2002 group by ca_zip order by ca_zip limit 100;,Fetched 100 row(s) in 0.54s
/root/tpc_ds_test/sql/query/query_s_35.sql,use tpc_test; select a.ca_state state， count(*) cnt from customer_address a ，customer c ，store_sales s ，date_dim d ，item i where a.ca_address_sk = c.c_current_addr_sk and c.c_customer_sk = s.ss_customer_sk and s.ss_sold_date_sk = d.d_date_sk and s.ss_item_sk = i.i_item_sk and d.d_month_seq = (select distinct (d_month_seq) from date_dim where d_year = 1998 and d_moy = 3 ) and i.i_current_price > 1.2 * (select avg(j.i_current_price) from item j where j.i_category = i.i_category) group by a.ca_state having count(*) >= 10 order by cnt， a.ca_state limit 100;,Fetched 44 row(s) in 1.56s
/root/tpc_ds_test/sql/query/query_s_36.sql,use tpc_test; select dt.d_year ，item.i_brand_id brand_id ，item.i_brand brand ，sum(ss_ext_sales_price) ext_price from date_dim dt ，store_sales ，item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manager_id = 1 and dt.d_moy=11 and dt.d_year=2000 group by dt.d_year ，item.i_brand ，item.i_brand_id order by dt.d_year ，ext_price desc ，brand_id limit 100 ;,Fetched 100 row(s) in 0.66s
/root/tpc_ds_test/sql/query/query_s_37.sql,use tpc_test; select s_store_name ，s_company_id ，s_street_number ，s_street_name ，s_street_type ，s_suite_number ，s_city ，s_county ，s_state ，s_zip ，sum(case when (sr_returned_date_sk - ss_sold_date_sk <= 30 ) then 1 else 0 end) as 30 days ，sum(case when (sr_returned_date_sk - ss_sold_date_sk > 30) and (sr_returned_date_sk - ss_sold_date_sk <= 60) then 1 else 0 end ) as 31-60 days ，sum(case when (sr_returned_date_sk - ss_sold_date_sk > 60) and (sr_returned_date_sk - ss_sold_date_sk <= 90) then 1 else 0 end) as 61-90 days ，sum(case when (sr_returned_date_sk - ss_sold_date_sk > 90) and (sr_returned_date_sk - ss_sold_date_sk <= 120) then 1 else 0 end) as 91-120 days ，sum(case when (sr_returned_date_sk - ss_sold_date_sk > 120) then 1 else 0 end) as >120 days from store_sales ，store_returns ，store ，date_dim d1 ，date_dim d2 where d2.d_year = 2002 and d2.d_moy = 8 and ss_ticket_number = sr_ticket_number and ss_item_sk = sr_item_sk and ss_sold_date_sk = d1.d_date_sk and sr_returned_date_sk = d2.d_date_sk and ss_customer_sk = sr_customer_sk and ss_store_sk = s_store_sk group by s_store_name ，s_company_id ，s_street_number ，s_street_name ，s_street_type ，s_suite_number ，s_city ，s_county ，s_state ，s_zip order by s_store_name ，s_company_id ，s_street_number ，s_street_name ，s_street_type ，s_suite_number ，s_city ，s_county ，s_state ，s_zip limit 100;,Fetched 6 row(s) in 1.45s
/root/tpc_ds_test/sql/query/query_s_38.sql,use tpc_test; select dt.d_year ，item.i_category_id ，item.i_category ，sum(ss_ext_sales_price) from date_dim dt ，store_sales ，item where dt.d_date_sk = store_sales.ss_sold_date_sk and store_sales.ss_item_sk = item.i_item_sk and item.i_manager_id = 1 and dt.d_moy=11 and dt.d_year=1998 group by dt.d_year ，item.i_category_id ，item.i_category order by sum(ss_ext_sales_price) desc，dt.d_year ，item.i_category_id ，item.i_category limit 100 ;,Fetched 10 row(s) in 0.63s
/root/tpc_ds_test/sql/query/query_s_39.sql,use tpc_test; select distinct(i_product_name) from item i1 where i_manufact_id between 668 and 668+40 and (select count(*) as item_cnt from item where (i_manufact = i1.i_manufact and ((i_category = Women and (i_color = cream or i_color = ghost) and (i_units = Ton or i_units = Gross) and (i_size = economy or i_size = small) ) or (i_category = Women and (i_color = midnight or i_color = burlywood) and (i_units = Tsp or i_units = Bundle) and (i_size = medium or i_size = extra large) ) or (i_category = Men and (i_color = lavender or i_color = azure) and (i_units = Each or i_units = Lb) and (i_size = large or i_size = N/A) ) or (i_category = Men and (i_color = chocolate or i_color = steel) and (i_units = N/A or i_units = Dozen) and (i_size = economy or i_size = small) ))) or (i_manufact = i1.i_manufact and ((i_category = Women and (i_color = floral or i_color = royal) and (i_units = Unknown or i_units = Tbl) and (i_size = economy or i_size = small) ) or (i_category = Women and (i_color = navy or i_color = forest) and (i_units = Bunch or i_units = Dram) and (i_size = medium or i_size = extra large) ) or (i_category = Men and (i_color = cyan or i_color = indian) and (i_units = Carton or i_units = Cup) and (i_size = large or i_size = N/A) ) or (i_category = Men and (i_color = coral or i_color = pale) and (i_units = Pallet or i_units = Gram) and (i_size = economy or i_size = small) )))) > 0 order by i_product_name limit 100;,Fetched 0 row(s) in 0.12s
/root/tpc_ds_test/sql/query/query_s_3.sql,use tpc_test; with inv as (select w_warehouse_name，w_warehouse_sk，i_item_sk，d_moy ，stdev，mean， case mean when 0 then null else stdev/mean end cov from(select w_warehouse_name，w_warehouse_sk，i_item_sk，d_moy ，stddev_samp(inv_quantity_on_hand) stdev，avg(inv_quantity_on_hand) mean from inventory ，item ，warehouse ，date_dim where inv_item_sk = i_item_sk and inv_warehouse_sk = w_warehouse_sk and inv_date_sk = d_date_sk and d_year =2001 group by w_warehouse_name，w_warehouse_sk，i_item_sk，d_moy) foo where case mean when 0 then 0 else stdev/mean end > 1) select inv1.w_warehouse_sk，inv1.i_item_sk，inv1.d_moy，inv1.mean， inv1.cov ，inv2.w_warehouse_sk，inv2.i_item_sk，inv2.d_moy，inv2.mean， inv2.cov from inv inv1，inv inv2 where inv1.i_item_sk = inv2.i_item_sk and inv1.w_warehouse_sk = inv2.w_warehouse_sk and inv1.d_moy=1 and inv2.d_moy=1+1 order by inv1.w_warehouse_sk，inv1.i_item_sk，inv1.d_moy，inv1.mean，inv1.cov ，inv2.d_moy，inv2.mean， inv2.cov ;,Fetched 243 row(s) in 1.04s
/root/tpc_ds_test/sql/query/query_s_40.sql,use tpc_test; select * from (select count(*) h8_30_to_9 from store_sales， household_demographics ， time_dim， store where ss_sold_time_sk = time_dim.t_time_sk and ss_hdemo_sk = household_demographics.hd_demo_sk and ss_store_sk = s_store_sk and time_dim.t_hour = 8 and time_dim.t_minute >= 30 and ((household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2) or (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or (household_demographics.hd_dep_count = 4 and household_demographics.hd_vehicle_count<=4+2)) and store.s_store_name = ese) s1， (select count(*) h9_to_9_30 from store_sales， household_demographics ， time_dim， store where ss_sold_time_sk = time_dim.t_time_sk and ss_hdemo_sk = household_demographics.hd_demo_sk and ss_store_sk = s_store_sk and time_dim.t_hour = 9 and time_dim.t_minute < 30 and ((household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2) or (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or (household_demographics.hd_dep_count = 4 and household_demographics.hd_vehicle_count<=4+2)) and store.s_store_name = ese) s2， (select count(*) h9_30_to_10 from store_sales， household_demographics ， time_dim， store where ss_sold_time_sk = time_dim.t_time_sk and ss_hdemo_sk = household_demographics.hd_demo_sk and ss_store_sk = s_store_sk and time_dim.t_hour = 9 and time_dim.t_minute >= 30 and ((household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2) or (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or (household_demographics.hd_dep_count = 4 and household_demographics.hd_vehicle_count<=4+2)) and store.s_store_name = ese) s3， (select count(*) h10_to_10_30 from store_sales， household_demographics ， time_dim， store where ss_sold_time_sk = time_dim.t_time_sk and ss_hdemo_sk = household_demographics.hd_demo_sk and ss_store_sk = s_store_sk and time_dim.t_hour = 10 and time_dim.t_minute < 30 and ((household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2) or (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or (household_demographics.hd_dep_count = 4 and household_demographics.hd_vehicle_count<=4+2)) and store.s_store_name = ese) s4， (select count(*) h10_30_to_11 from store_sales， household_demographics ， time_dim， store where ss_sold_time_sk = time_dim.t_time_sk and ss_hdemo_sk = household_demographics.hd_demo_sk and ss_store_sk = s_store_sk and time_dim.t_hour = 10 and time_dim.t_minute >= 30 and ((household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2) or (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or (household_demographics.hd_dep_count = 4 and household_demographics.hd_vehicle_count<=4+2)) and store.s_store_name = ese) s5， (select count(*) h11_to_11_30 from store_sales， household_demographics ， time_dim， store where ss_sold_time_sk = time_dim.t_time_sk and ss_hdemo_sk = household_demographics.hd_demo_sk and ss_store_sk = s_store_sk and time_dim.t_hour = 11 and time_dim.t_minute < 30 and ((household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2) or (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or (household_demographics.hd_dep_count = 4 and household_demographics.hd_vehicle_count<=4+2)) and store.s_store_name = ese) s6， (select count(*) h11_30_to_12 from store_sales， household_demographics ， time_dim， store where ss_sold_time_sk = time_dim.t_time_sk and ss_hdemo_sk = household_demographics.hd_demo_sk and ss_store_sk = s_store_sk and time_dim.t_hour = 11 and time_dim.t_minute >= 30 and ((household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2) or (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or (household_demographics.hd_dep_count = 4 and household_demographics.hd_vehicle_count<=4+2)) and store.s_store_name = ese) s7， (select count(*) h12_to_12_30 from store_sales， household_demographics ， time_dim， store where ss_sold_time_sk = time_dim.t_time_sk and ss_hdemo_sk = household_demographics.hd_demo_sk and ss_store_sk = s_store_sk and time_dim.t_hour = 12 and time_dim.t_minute < 30 and ((household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2) or (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2) or (household_demographics.hd_dep_count = 4 and household_demographics.hd_vehicle_count<=4+2)) and store.s_store_name = ese) s8 ;,Fetched 1 row(s) in 1.10s
/root/tpc_ds_test/sql/query/query_s_41.sql,use tpc_test; with v1 as( select i_category， i_brand， cc_name， d_year， d_moy， sum(cs_sales_price) sum_sales， avg(sum(cs_sales_price)) over (partition by i_category， i_brand， cc_name， d_year) avg_monthly_sales， rank() over (partition by i_category， i_brand， cc_name order by d_year， d_moy) rn from item， catalog_sales， date_dim， call_center where cs_item_sk = i_item_sk and cs_sold_date_sk = d_date_sk and cc_call_center_sk= cs_call_center_sk and ( d_year = 2000 or ( d_year = 2000-1 and d_moy =12) or ( d_year = 2000+1 and d_moy =1) ) group by i_category， i_brand， cc_name ， d_year， d_moy)， v2 as( select v1.cc_name ，v1.d_year， v1.d_moy ，v1.avg_monthly_sales ，v1.sum_sales， v1_lag.sum_sales psum， v1_lead.sum_sales nsum from v1， v1 v1_lag， v1 v1_lead where v1.i_category = v1_lag.i_category and v1.i_category = v1_lead.i_category and v1.i_brand = v1_lag.i_brand and v1.i_brand = v1_lead.i_brand and v1. cc_name = v1_lag. cc_name and v1. cc_name = v1_lead. cc_name and v1.rn = v1_lag.rn + 1 and v1.rn = v1_lead.rn - 1) select * from v2 where d_year = 2000 and avg_monthly_sales > 0 and case when avg_monthly_sales > 0 then abs(sum_sales - avg_monthly_sales) / avg_monthly_sales else null end > 0.1 order by sum_sales - avg_monthly_sales， psum limit 100;,Fetched 100 row(s) in 1.20s
/root/tpc_ds_test/sql/query/query_s_42.sql,use tpc_test; select s_store_name， i_item_desc， sc.revenue， i_current_price， i_wholesale_cost， i_brand from store， item， (select ss_store_sk， avg(revenue) as ave from (select ss_store_sk， ss_item_sk， sum(ss_sales_price) as revenue from store_sales， date_dim where ss_sold_date_sk = d_date_sk and d_month_seq between 1186 and 1186+11 group by ss_store_sk， ss_item_sk) sa group by ss_store_sk) sb， (select ss_store_sk， ss_item_sk， sum(ss_sales_price) as revenue from store_sales， date_dim where ss_sold_date_sk = d_date_sk and d_month_seq between 1186 and 1186+11 group by ss_store_sk， ss_item_sk) sc where sb.ss_store_sk = sc.ss_store_sk and sc.revenue <= 0.1 * sb.ave and s_store_sk = sc.ss_store_sk and i_item_sk = sc.ss_item_sk order by s_store_name， i_item_desc limit 100;,Fetched 100 row(s) in 1.38s
/root/tpc_ds_test/sql/query/query_s_43.sql,use tpc_test; select i_brand_id brand_id， i_brand brand，t_hour，t_minute， sum(ext_price) ext_price from item， (select ws_ext_sales_price as ext_price， ws_sold_date_sk as sold_date_sk， ws_item_sk as sold_item_sk， ws_sold_time_sk as time_sk from web_sales，date_dim where d_date_sk = ws_sold_date_sk and d_moy=11 and d_year=2001 union all select cs_ext_sales_price as ext_price， cs_sold_date_sk as sold_date_sk， cs_item_sk as sold_item_sk， cs_sold_time_sk as time_sk from catalog_sales，date_dim where d_date_sk = cs_sold_date_sk and d_moy=11 and d_year=2001 union all select ss_ext_sales_price as ext_price， ss_sold_date_sk as sold_date_sk， ss_item_sk as sold_item_sk， ss_sold_time_sk as time_sk from store_sales，date_dim where d_date_sk = ss_sold_date_sk and d_moy=11 and d_year=2001 ) tmp，time_dim where sold_item_sk = i_item_sk and i_manager_id=1 and time_sk = t_time_sk and (t_meal_time = breakfast or t_meal_time = dinner) group by i_brand， i_brand_id，t_hour，t_minute order by ext_price desc， i_brand_id ;,Fetched 0 row(s) in 1.16s
/root/tpc_ds_test/sql/query/query_s_44.sql,use tpc_test; select c_last_name ，c_first_name ，c_salutation ，c_preferred_cust_flag ，ss_ticket_number ，cnt from (select ss_ticket_number ，ss_customer_sk ，count(*) cnt from store_sales，date_dim，store，household_demographics where store_sales.ss_sold_date_sk = date_dim.d_date_sk and store_sales.ss_store_sk = store.s_store_sk and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk and (date_dim.d_dom between 1 and 3 or date_dim.d_dom between 25 and 28) and (household_demographics.hd_buy_potential = 501-1000 or household_demographics.hd_buy_potential = Unknown) and household_demographics.hd_vehicle_count > 0 and (case when household_demographics.hd_vehicle_count > 0 then household_demographics.hd_dep_count/ household_demographics.hd_vehicle_count else null end) > 1.2 and date_dim.d_year in (2000，2000+1，2000+2) and store.s_county in (Williamson County，Williamson County，Williamson County，Williamson County， Williamson County，Williamson County，Williamson County，Williamson County) group by ss_ticket_number，ss_customer_sk) dn，customer where ss_customer_sk = c_customer_sk and cnt between 15 and 20 order by c_last_name，c_first_name，c_salutation，c_preferred_cust_flag desc， ss_ticket_number;,Fetched 0 row(s) in 0.75s
/root/tpc_ds_test/sql/query/query_s_45.sql,use tpc_test; select sum (ss_quantity) from store_sales， store， customer_demographics， customer_address， date_dim where s_store_sk = ss_store_sk and ss_sold_date_sk = d_date_sk and d_year = 2001 and ( ( cd_demo_sk = ss_cdemo_sk and cd_marital_status = W and cd_education_status = 2 yr Degree and ss_sales_price between 100.00 and 150.00 ) or ( cd_demo_sk = ss_cdemo_sk and cd_marital_status = S and cd_education_status = Advanced Degree and ss_sales_price between 50.00 and 100.00 ) or ( cd_demo_sk = ss_cdemo_sk and cd_marital_status = D and cd_education_status = Primary and ss_sales_price between 150.00 and 200.00 ) ) and ( ( ss_addr_sk = ca_address_sk and ca_country = United States and ca_state in (IL， KY， OR) and ss_net_profit between 0 and 2000 ) or (ss_addr_sk = ca_address_sk and ca_country = United States and ca_state in (VA， FL， AL) and ss_net_profit between 150 and 3000 ) or (ss_addr_sk = ca_address_sk and ca_country = United States and ca_state in (OK， IA， TX) and ss_net_profit between 50 and 25000 ) ) ;,Fetched 1 row(s) in 1.53s
/root/tpc_ds_test/sql/query/query_s_46.sql,use tpc_test; with year_total as ( select c_customer_id customer_id ，c_first_name customer_first_name ，c_last_name customer_last_name ，d_year as year ，stddev_samp(ss_net_paid) year_total ，s sale_type from customer ，store_sales ，date_dim where c_customer_sk = ss_customer_sk and ss_sold_date_sk = d_date_sk and d_year in (2001，2001+1) group by c_customer_id ，c_first_name ，c_last_name ，d_year union all select c_customer_id customer_id ，c_first_name customer_first_name ，c_last_name customer_last_name ，d_year as year ，stddev_samp(ws_net_paid) year_total ，w sale_type from customer ，web_sales ，date_dim where c_customer_sk = ws_bill_customer_sk and ws_sold_date_sk = d_date_sk and d_year in (2001，2001+1) group by c_customer_id ，c_first_name ，c_last_name ，d_year ) select t_s_secyear.customer_id， t_s_secyear.customer_first_name， t_s_secyear.customer_last_name from year_total t_s_firstyear ，year_total t_s_secyear ，year_total t_w_firstyear ，year_total t_w_secyear where t_s_secyear.customer_id = t_s_firstyear.customer_id and t_s_firstyear.customer_id = t_w_secyear.customer_id and t_s_firstyear.customer_id = t_w_firstyear.customer_id and t_s_firstyear.sale_type = s and t_w_firstyear.sale_type = w and t_s_secyear.sale_type = s and t_w_secyear.sale_type = w and t_s_firstyear.year = 2001 and t_s_secyear.year = 2001+1 and t_w_firstyear.year = 2001 and t_w_secyear.year = 2001+1 and t_s_firstyear.year_total > 0 and t_w_firstyear.year_total > 0 and case when t_w_firstyear.year_total > 0 then t_w_secyear.year_total / t_w_firstyear.year_total else null end > case when t_s_firstyear.year_total > 0 then t_s_secyear.year_total / t_s_firstyear.year_total else null end order by 3，2，1 limit 100;,Fetched 92 row(s) in 1.42s
/root/tpc_ds_test/sql/query/query_s_47.sql,use tpc_test; select c_last_name ，c_first_name ，c_salutation ，c_preferred_cust_flag ，ss_ticket_number ，cnt from (select ss_ticket_number ，ss_customer_sk ，count(*) cnt from store_sales，date_dim，store，household_demographics where store_sales.ss_sold_date_sk = date_dim.d_date_sk and store_sales.ss_store_sk = store.s_store_sk and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk and date_dim.d_dom between 1 and 2 and (household_demographics.hd_buy_potential = 1001-5000 or household_demographics.hd_buy_potential = 5001-10000) and household_demographics.hd_vehicle_count > 0 and case when household_demographics.hd_vehicle_count > 0 then household_demographics.hd_dep_count/ household_demographics.hd_vehicle_count else null end > 1 and date_dim.d_year in (1999，1999+1，1999+2) and store.s_county in (Williamson County，Williamson County，Williamson County，Williamson County) group by ss_ticket_number，ss_customer_sk) dj，customer where ss_customer_sk = c_customer_sk and cnt between 1 and 5 order by cnt desc， c_last_name asc;,Fetched 0 row(s) in 0.74s
